Field,RA,DEC,ZP_u,ZP_J0378,ZP_J0395,ZP_J0410,ZP_J0430,ZP_g,ZP_J0515,ZP_r,ZP_J0660,ZP_i,ZP_J0861,ZP_z,u_FWHM,J0378_FWHM,J0395_FWHM,J0410_FWHM,J0430_FWHM,g_FWHM,J0515_FWHM,r_FWHM,J0660_FWHM,i_FWHM,J0861_FWHM,z_FWHM,u_MJD,J0378_MJD,J0395_MJD,J0410_MJD,J0430_MJD,g_MJD,J0515_MJD,r_MJD,J0660_MJD,i_MJD,J0861_MJD,z_MJD
SPLUS-n18s10,163.9,-22.92,20.967,20.145,20.149,21.189,21.326,23.648,21.565,23.589,21.096,23.37,21.631,22.793,2.172,2.136,2.114,2.094,1.941,1.926,1.909,1.79,1.939,1.711,1.666,1.451,58251.0,58251.0,58251.0,58251.0,58251.0,58251.0,58251.0,58251.0,58251.0,58251.0,58251.0,58251.0
SPLUS-n18s11,165.37,-22.92,20.8,20.031,20.053,21.043,21.185,23.524,21.462,23.52,21.052,23.303,21.582,22.726,3.529,2.782,2.618,2.67,2.639,2.603,2.706,2.73,2.603,2.399,2.118,2.157,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0
SPLUS-n18s12,166.83,-22.92,20.632,19.9,19.951,20.986,21.127,23.5,21.443,23.519,21.038,23.321,21.596,22.745,1.912,1.844,1.746,1.78,1.779,1.793,1.662,1.443,1.547,1.348,1.297,1.453,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0
SPLUS-n18s13,168.29,-22.92,20.695,19.939,19.953,21.0,21.132,23.492,21.433,23.516,21.038,23.309,21.59,22.719,2.48,2.223,1.952,1.865,1.888,1.955,1.809,1.802,1.814,1.637,1.315,1.482,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0
SPLUS-n18s14,169.75,-22.92,20.957,20.13,20.131,21.193,21.336,23.645,21.587,23.589,21.1,23.377,21.633,22.82,1.535,1.475,1.437,1.482,1.505,1.456,1.513,1.373,1.431,1.25,1.168,1.206,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0,58250.0
SPLUS-n18s15,171.22,-22.92,20.772,19.981,19.996,21.003,21.121,23.48,21.419,23.522,21.054,23.305,21.59,22.72,2.198,1.895,1.78,1.813,1.627,1.669,1.632,1.636,1.8,1.334,1.156,1.127,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0
SPLUS-n18s16,172.68,-22.92,20.907,20.098,20.091,21.134,21.287,23.606,21.536,23.534,21.047,23.321,21.578,22.773,1.743,1.787,1.617,1.599,1.625,1.559,1.541,1.469,1.567,1.365,1.46,1.297,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0,58223.0
SPLUS-n18s17,174.15,-22.92,20.957,20.117,20.107,21.157,21.276,23.49,21.514,23.501,21.015,23.28,21.557,22.676,1.731,1.554,1.508,1.717,1.454,1.151,1.334,1.151,1.125,1.084,1.042,1.124,58216.0,58216.0,58216.0,58216.0,58216.0,58542.0,58216.0,58542.0,58542.0,58542.0,58542.0,58542.0
SPLUS-n18s18,175.61,-22.92,20.969,20.144,20.139,21.185,21.328,23.649,21.578,23.587,21.102,23.375,21.648,22.796,1.35,1.251,1.223,1.197,1.167,1.165,1.136,1.123,1.256,1.056,1.13,1.054,58243.0,58243.0,58243.0,58243.0,58243.0,58243.0,58243.0,58243.0,58243.0,58243.0,58243.0,58243.0
SPLUS-n18s19,177.08,-22.92,20.908,20.085,20.078,21.13,21.258,23.572,21.508,23.526,21.036,23.302,21.568,22.71,1.864,1.703,1.77,1.546,1.538,1.442,1.461,1.419,1.745,1.396,1.346,1.319,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0,58214.0
SPLUS-n18s20,178.54,-22.92,20.874,20.047,20.044,21.043,21.153,23.493,21.432,23.52,21.034,23.319,21.593,22.756,1.797,1.641,1.52,1.576,1.631,1.636,1.551,1.519,1.599,1.624,1.561,1.807,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0,58558.0
SPLUS-n18s21,180.0,-22.92,20.949,20.13,20.111,21.169,21.305,23.621,21.543,23.553,21.015,23.329,21.562,22.752,1.382,1.449,1.253,1.322,1.33,1.172,1.252,1.25,1.129,1.081,1.08,1.068,58203.0,58203.0,58203.0,58203.0,58203.0,58203.0,58203.0,58203.0,58541.0,58203.0,58541.0,58203.0
SPLUS-n18s32,196.1,-22.92,20.6,19.825,19.82,20.829,20.939,23.343,21.301,23.424,20.969,23.261,21.551,22.706,2.041,1.843,1.682,1.71,1.641,1.544,1.713,1.563,1.675,1.232,1.309,1.132,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0,58924.0
SPLUS-n18s33,197.56,-22.92,19.667,18.926,18.906,19.893,19.989,22.412,20.356,22.551,20.095,22.413,20.69,21.852,1.772,1.42,1.24,1.248,1.209,1.284,1.359,1.237,1.261,1.188,1.035,1.115,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0
SPLUS-n18s51,223.9,-22.92,20.781,19.972,19.929,20.949,21.074,23.464,21.41,23.512,21.033,23.33,21.603,22.768,2.14,1.823,1.75,1.882,1.757,1.824,1.757,1.603,1.967,1.536,1.605,1.612,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0
SPLUS-n19s01,165.0,-24.25,20.302,19.548,19.499,20.458,20.551,22.904,20.886,23.151,20.729,23.065,21.43,22.488,1.686,1.363,1.233,1.216,1.161,1.181,1.174,1.148,1.166,1.077,1.135,1.067,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0,58871.0
SPLUS-n19s02,166.48,-24.25,20.651,19.878,19.882,20.852,20.967,23.333,21.289,23.405,20.943,23.24,21.524,22.665,1.849,1.546,1.433,1.377,1.368,1.246,1.252,1.341,1.394,1.076,1.159,1.032,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0,58895.0
SPLUS-n19s03,167.95,-24.25,20.726,19.918,19.931,20.892,20.996,23.37,21.317,23.447,20.976,23.275,21.558,22.692,1.726,1.605,1.372,1.37,1.335,1.296,1.275,1.219,1.308,1.211,1.139,1.239,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0,58885.0
SPLUS-n19s04,169.43,-24.25,20.416,19.654,19.625,20.552,20.675,23.082,21.035,23.268,20.83,23.174,21.484,22.599,1.239,1.18,1.107,1.123,1.146,1.195,1.14,1.136,1.24,1.121,1.173,1.141,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0,58875.0
SPLUS-n19s05,170.9,-24.25,20.436,19.635,19.56,20.527,20.587,22.961,20.913,23.198,20.729,23.121,21.416,22.549,1.768,2.007,2.03,2.039,2.177,2.262,2.125,1.767,1.842,2.064,2.15,2.286,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0,58878.0
SPLUS-n19s06,172.38,-24.25,20.589,19.779,19.77,20.766,20.872,23.25,21.212,23.354,20.893,23.199,21.51,22.6,1.289,1.305,1.278,1.329,1.376,1.39,1.322,1.256,1.195,1.302,1.297,1.347,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0,58881.0
SPLUS-n19s07,173.85,-24.25,20.722,19.905,19.885,20.866,20.964,23.35,21.297,23.437,20.972,23.262,21.561,22.672,1.263,1.139,1.146,1.147,1.13,1.168,1.158,1.194,1.313,1.125,1.173,1.111,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0,58882.0
SPLUS-n19s08,175.33,-24.25,20.69,19.892,19.886,20.872,20.989,23.353,21.304,23.416,20.967,23.249,21.541,22.658,1.543,1.507,1.23,1.246,1.259,1.197,1.219,1.195,2.725,1.048,2.271,2.231,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0,58904.0,58913.0,58904.0,58913.0,58913.0
SPLUS-n19s09,176.8,-24.25,20.666,19.864,19.881,20.863,20.974,23.36,21.312,23.429,20.97,23.259,21.543,22.679,1.413,1.41,1.513,1.25,1.25,1.319,1.418,1.19,1.317,1.175,1.281,1.375,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0
SPLUS-n19s10,178.28,-24.25,20.687,19.87,19.853,20.833,20.95,23.33,21.284,23.409,20.944,23.248,21.538,22.664,1.327,1.293,1.303,1.348,1.388,1.362,1.249,1.179,1.168,1.184,1.109,1.249,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0,58906.0
SPLUS-n19s11,179.75,-24.25,20.687,19.887,19.849,20.82,20.921,23.303,21.253,23.403,20.946,23.252,21.538,22.69,1.651,1.846,1.471,1.407,1.454,1.419,1.295,1.371,1.381,1.41,1.421,1.497,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0,58905.0
SPLUS-n19s22,195.98,-24.25,19.686,18.953,18.94,19.95,20.068,22.471,20.415,22.581,20.126,22.44,20.704,21.895,1.95,1.724,1.706,1.822,1.716,1.655,1.691,1.471,1.477,1.35,1.352,1.3,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0
SPLUS-n19s23,197.45,-24.25,20.622,19.833,19.835,20.856,20.98,23.368,21.31,23.432,20.963,23.261,21.543,22.703,1.399,1.336,1.33,1.289,1.306,1.23,1.208,1.146,1.112,1.134,1.123,1.116,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0
SPLUS-n19s29,206.3,-24.25,20.741,19.904,19.906,20.91,21.014,23.399,21.356,23.455,20.979,23.282,21.563,22.713,1.445,1.394,1.249,1.19,1.21,1.305,1.343,1.202,1.146,1.123,1.156,1.114,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0
SPLUS-n20s01,165.0,-25.59,19.764,19.013,18.99,19.943,20.02,22.416,20.365,22.564,20.114,22.429,20.704,21.877,1.548,1.708,1.783,1.794,1.709,1.503,1.622,1.395,1.579,1.442,1.338,1.545,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0,59223.0
SPLUS-n20s02,166.49,-25.59,19.737,18.989,18.991,19.956,20.054,22.443,20.39,22.571,20.112,22.431,20.7,21.872,1.322,1.286,1.276,1.242,1.187,1.162,1.119,1.163,1.286,1.172,1.16,1.216,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0,59230.0
SPLUS-n20s03,167.98,-25.59,19.854,19.066,19.043,20.019,20.101,22.485,20.426,22.597,20.136,22.453,20.715,21.906,1.5,1.495,1.364,1.414,1.419,1.439,1.342,1.39,1.223,1.279,1.167,1.337,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0,59226.0
SPLUS-n20s23,197.73,-25.59,19.714,18.977,18.971,19.964,20.071,22.485,20.43,22.597,20.143,22.446,20.716,21.896,2.317,1.968,1.725,1.608,1.498,1.553,1.582,1.6,1.615,1.391,1.316,1.25,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0
SPLUS-n20s25,200.7,-25.59,20.753,19.938,19.937,20.924,21.038,23.408,21.356,23.463,20.994,23.288,21.564,22.732,1.315,1.247,1.252,1.227,1.237,1.18,1.168,1.129,1.344,1.128,1.106,1.14,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0,58925.0
SPLUS-n20s34,214.09,-25.59,20.864,20.053,20.013,21.027,21.136,23.512,21.457,23.54,21.063,23.347,21.613,22.779,1.853,1.799,1.843,1.783,1.847,1.916,1.986,1.756,2.002,1.534,1.543,1.739,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0,58668.0
SPLUS-n20s35,215.58,-25.59,20.87,20.037,20.028,21.021,21.139,23.508,21.452,23.54,21.056,23.348,21.617,22.769,1.261,1.246,1.229,1.168,1.135,1.131,1.089,1.079,1.117,1.071,1.114,1.109,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0
SPLUS-n20s40,223.01,-25.59,20.81,20.008,19.97,21.006,21.131,23.51,21.446,23.544,21.053,23.354,21.623,22.782,1.212,1.312,1.331,1.385,1.42,1.451,1.361,1.413,1.336,1.473,1.285,1.536,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0,58669.0
SPLUS-s02s01,324.68,-1.36,20.538,19.799,19.863,20.872,21.014,23.427,21.368,23.49,21.043,23.317,21.62,22.785,1.681,1.422,1.423,1.375,1.311,1.403,1.282,1.204,1.244,1.346,1.25,1.353,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0
SPLUS-s02s02,326.04,-1.36,20.8,20.008,20.008,20.993,21.105,23.487,21.429,23.524,21.05,23.33,21.604,22.745,2.324,1.979,1.652,1.633,1.503,1.385,1.486,1.421,1.37,1.229,1.068,1.109,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0,58715.0
SPLUS-s02s03,327.4,-1.36,20.737,19.957,19.975,20.985,21.113,23.495,21.436,23.524,21.059,23.332,21.603,22.752,1.431,1.473,1.276,1.187,1.13,1.163,1.117,1.133,1.56,1.09,1.131,1.068,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0
SPLUS-s02s04,328.75,-1.36,20.73,19.977,19.987,20.982,21.126,23.498,21.447,23.536,21.056,23.361,21.628,22.828,1.527,1.814,1.925,2.339,2.467,2.597,2.418,2.363,2.399,2.632,3.22,2.94,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0
SPLUS-s02s05,330.11,-1.36,20.771,20.018,20.031,21.014,21.133,23.508,21.463,23.55,21.061,23.37,21.632,22.836,1.424,1.638,1.862,2.205,1.989,1.97,1.902,1.742,1.806,1.839,2.332,1.987,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0,58674.0
SPLUS-s02s06,331.47,-1.36,20.698,19.949,19.987,20.977,21.119,23.508,21.444,23.532,21.05,23.355,21.61,22.822,2.053,1.661,1.82,1.228,1.306,1.235,1.183,1.201,1.24,1.223,1.158,1.216,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0
SPLUS-s02s07,332.83,-1.36,20.747,19.991,19.996,20.983,21.121,23.49,21.443,23.529,21.05,23.341,21.611,22.771,2.497,2.38,2.344,2.285,2.234,2.117,2.25,2.176,2.134,1.928,1.746,1.587,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0
SPLUS-s02s08,334.19,-1.36,20.73,19.945,19.947,20.994,21.149,23.517,21.462,23.543,21.06,23.364,21.61,22.823,3.025,2.112,1.702,1.629,1.497,1.519,1.539,1.557,1.536,1.412,1.199,1.262,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0
SPLUS-s02s09,335.55,-1.36,20.743,19.954,19.976,20.979,21.119,23.5,21.436,23.53,21.045,23.352,21.6,22.819,2.542,2.308,1.973,1.9,1.666,1.605,1.553,1.618,1.523,1.484,1.154,1.43,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0
SPLUS-s02s10,336.9,-1.36,20.727,19.958,19.968,20.976,21.11,23.482,21.434,23.53,21.056,23.344,21.607,22.817,2.562,1.895,1.461,1.374,1.258,1.282,1.192,1.249,2.207,1.189,1.181,1.273,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0
SPLUS-s02s11,338.26,-1.36,20.768,19.992,20.005,20.985,21.105,23.479,21.411,23.524,21.06,23.329,21.614,22.757,2.418,2.073,1.854,1.767,1.438,1.328,1.345,1.423,1.344,1.18,1.258,1.117,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0
SPLUS-s02s12,339.62,-1.36,20.764,19.972,19.981,20.953,21.084,23.453,21.397,23.518,21.04,23.325,21.602,22.742,1.692,1.838,2.183,1.851,1.766,2.216,2.0,2.266,2.691,2.468,2.309,1.958,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0
SPLUS-s02s13,340.98,-1.36,20.809,20.017,20.033,21.006,21.117,23.488,21.426,23.529,21.049,23.354,21.605,22.761,1.442,1.372,1.334,1.376,1.369,1.417,1.288,1.364,1.466,1.423,1.33,1.516,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0,58716.0
SPLUS-s02s15,343.7,-1.36,20.742,19.951,19.977,20.94,21.055,23.447,21.386,23.515,21.037,23.344,21.607,22.786,1.754,1.414,1.379,1.321,1.299,1.317,1.232,1.322,1.308,1.341,1.474,1.436,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0
SPLUS-s02s16,345.06,-1.36,20.788,20.018,20.017,20.995,21.103,23.478,21.413,23.522,21.052,23.344,21.603,22.769,2.068,1.811,2.004,1.957,1.723,1.706,1.66,1.483,1.697,1.534,1.444,1.683,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0
SPLUS-s02s17,346.42,-1.36,19.796,19.026,18.977,19.93,20.013,22.433,20.386,22.574,20.121,22.441,20.712,21.87,2.272,1.946,1.842,1.934,1.819,2.035,1.939,2.137,2.528,1.802,2.119,1.74,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0
SPLUS-s02s19,349.13,-1.36,20.766,19.997,20.005,20.979,21.095,23.476,21.42,23.526,21.054,23.346,21.612,22.782,1.973,2.029,1.626,1.459,1.498,1.416,1.448,1.389,1.672,1.195,1.266,1.214,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0
SPLUS-s02s20,350.49,-1.36,20.754,19.961,19.95,20.924,21.018,23.4,21.346,23.487,21.021,23.32,21.589,22.75,2.141,2.381,2.149,1.992,2.073,1.973,2.009,1.786,1.523,1.625,1.396,1.504,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0
SPLUS-s02s21,351.85,-1.36,20.712,19.945,19.925,20.927,21.057,23.445,21.401,23.515,21.055,23.351,21.616,22.785,2.487,2.4,2.518,2.394,2.286,2.661,2.537,2.713,3.007,2.367,2.557,2.141,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0
SPLUS-s02s22,353.21,-1.36,20.813,20.002,20.011,20.991,21.098,23.467,21.409,23.531,21.046,23.337,21.604,22.773,1.879,2.106,2.143,2.028,2.211,1.664,1.724,1.573,1.563,1.464,1.405,1.468,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0
SPLUS-s02s23,354.57,-1.36,20.717,19.942,19.949,20.932,21.061,23.439,21.386,23.509,21.032,23.33,21.593,22.774,2.065,2.057,2.185,2.273,2.241,2.027,1.835,1.713,1.806,1.649,1.495,1.65,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0
SPLUS-s02s24,355.93,-1.36,20.755,19.97,19.954,20.924,21.021,23.395,21.338,23.493,21.023,23.355,21.599,22.779,2.096,1.918,1.549,1.373,1.202,1.244,1.183,1.216,1.212,1.433,1.269,1.124,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0
SPLUS-s02s25,357.28,-1.36,20.803,20.037,20.004,21.0,21.127,23.488,21.421,23.526,21.053,23.34,21.606,22.78,1.684,2.147,1.556,1.764,2.088,1.677,1.962,1.652,1.86,1.434,1.59,1.422,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0
SPLUS-s02s26,358.64,-1.36,20.797,19.996,19.979,20.964,21.079,23.465,21.416,23.519,21.054,23.336,21.611,22.777,2.698,2.463,2.872,2.307,2.192,2.226,2.379,1.865,2.137,1.616,1.403,1.801,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0
SPLUS-s03s01,324.68,-2.72,20.74,19.977,19.981,20.979,21.096,23.481,21.418,23.519,21.052,23.338,21.608,22.78,2.207,1.826,1.511,1.52,1.437,1.505,1.43,1.509,1.568,1.24,1.23,1.103,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0
SPLUS-s03s03,327.4,-2.72,20.8,19.991,20.0,20.983,21.1,23.478,21.42,23.533,21.053,23.352,21.617,22.784,1.888,2.069,1.801,1.815,2.009,1.717,1.775,1.522,1.359,1.463,1.285,1.407,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0
SPLUS-s03s04,328.75,-2.72,20.666,19.923,19.936,20.927,21.032,23.423,21.383,23.497,21.008,23.333,21.593,22.768,2.328,2.023,2.056,1.833,1.757,1.835,1.808,1.739,1.862,1.487,1.42,1.269,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0
SPLUS-s03s05,330.11,-2.72,20.669,19.888,19.878,20.882,20.973,23.365,21.315,23.454,20.995,23.315,21.574,22.742,2.161,1.826,1.603,1.476,1.43,2.025,2.081,1.53,1.44,1.52,1.261,1.286,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0
SPLUS-s13s46,347.35,-16.22,20.884,20.137,20.102,21.173,21.33,23.647,21.578,23.603,21.115,23.384,21.638,22.807,1.437,1.519,1.351,1.296,1.514,1.444,1.358,1.374,1.285,1.344,1.4,1.565,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0
SPLUS-s16s22,315.36,-20.24,20.707,19.914,19.927,20.947,21.079,23.444,21.394,23.485,21.005,23.303,21.566,22.751,1.596,1.774,1.813,1.855,2.004,2.046,1.94,1.838,1.768,1.965,1.9,2.27,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0
SPLUS-s17s22,315.0,-21.58,20.83,20.002,20.03,21.024,21.138,23.5,21.435,23.544,21.065,23.34,21.601,22.765,1.599,1.454,1.336,1.296,1.427,1.36,1.268,1.257,1.559,1.256,1.122,1.317,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0
SPLUS-s17s23,316.45,-21.58,20.788,19.988,19.984,21.017,21.147,23.501,21.451,23.522,21.038,23.337,21.601,22.806,1.489,1.47,1.48,1.614,1.423,1.455,1.387,1.321,1.292,1.176,1.261,1.136,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0
SPLUS-s17s30,326.61,-21.58,20.799,20.055,20.04,21.102,21.257,23.525,21.481,23.436,20.964,23.256,21.57,22.698,1.436,1.3,1.233,1.251,1.456,1.378,1.315,1.332,1.327,1.304,1.377,1.382,58290.0,58290.0,58290.0,58290.0,58290.0,58290.0,58290.0,58290.0,58290.0,58290.0,58290.0,58290.0
SPLUS-s18s22,316.1,-22.92,20.755,19.945,20.002,20.966,21.069,23.393,21.273,23.511,21.037,23.351,21.601,22.813,2.483,2.143,2.128,2.295,2.136,1.825,1.739,2.194,1.51,1.689,1.261,1.542,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0
SPLUS-s18s23,317.56,-22.92,20.843,20.05,20.049,21.028,21.14,23.507,21.444,23.533,21.053,23.344,21.601,22.776,2.153,1.984,1.87,1.76,1.747,1.535,1.492,1.516,1.416,1.436,1.194,1.329,58719.0,58719.0,58719.0,58719.0,58719.0,58719.0,58719.0,58719.0,58719.0,58719.0,58719.0,58719.0
SPLUS-s18s28,324.88,-22.92,20.963,20.153,20.142,20.971,21.275,23.65,21.579,23.592,21.104,23.367,21.628,22.805,1.434,1.394,1.404,1.36,1.331,1.394,1.26,1.265,1.21,1.19,1.316,1.311,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0
SPLUS-s19s22,315.55,-24.25,20.205,20.165,20.196,21.193,21.338,23.658,21.596,23.597,21.112,23.382,21.635,22.834,1.496,2.973,2.736,2.916,2.765,2.647,2.918,2.859,2.992,2.581,2.153,2.373,58013.0,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0,58366.0
SPLUS-s19s23,317.04,-24.25,20.84,20.041,20.033,21.027,21.123,23.483,21.429,23.539,21.067,23.35,21.613,22.809,1.345,1.69,1.353,1.357,1.504,1.386,1.491,1.256,1.672,1.199,1.246,1.256,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0
SPLUS-s19s24,318.52,-24.25,20.853,20.052,20.051,21.019,21.135,23.496,21.44,23.416,20.965,23.251,21.557,22.68,2.006,2.023,2.392,2.483,2.558,2.793,2.756,2.361,2.624,1.965,1.978,1.893,58690.0,58690.0,58690.0,58690.0,58690.0,58690.0,58690.0,58802.0,58802.0,58802.0,58802.0,58802.0
SPLUS-s19s33,331.85,-24.25,20.827,19.956,20.008,20.979,21.059,23.415,21.371,23.423,20.95,23.215,21.599,22.636,1.613,1.649,1.72,1.757,1.615,1.629,1.452,1.445,1.35,1.413,1.472,1.455,58723.0,58723.0,58723.0,58723.0,58723.0,58723.0,58723.0,58723.0,58723.0,58723.0,58723.0,58723.0
